CODIGO_MANTENEDORA,RAZAO_SOCIAL,CNPJ,NATUREZA_JURIDICA,CODIGO_IES,NOME_INSTITUICAO,SIGLA,TELEFONE,SITE,EMAIL,ENDERECO,MUNICIPIO,UF,ORGANIZACAO_ACADEMICA,TIPO_CREDENCIAMENTO,CATEGORIA,CATEGORIA_ADMINISTRATIVA,DATA_CRIACAO,CI,ANO_CI,CI_EAD,ANO_CI_EAD,IGC,ANO_IGC,REITOR,REPRESENTANTE_LEGAL,SINALIZACOES,SITUACAO
17816,UNIVERSIDADE FEDERAL DE CATALAO,35.834.377/0001-20,Pessoa Jurídica de Direito Público - Federal,25274,UNIVERSIDADE FEDERAL DE CATALÃO (UFCAT),UFCAT,(64) 3441-5300,https://portal.ufcat.edu.br/,roselma@ufcat.edu.br,Avenida Doutor Lamartine Pinto de Avelar - 1120 - CEP: 75704-020 - Loteamento Vila Chaud,Catalão,GO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2018-03-21,-,,-,,4,2021,,,,Ativa
14856,UNIVERSIDADE FEDERAL DE GOIAS,01.567.601/0001-43,Pessoa Jurídica de Direito Público - Federal,584,UNIVERSIDADE FEDERAL DE GOIÁS (UFG),UFG,(62) 3521 1063,www.ufg.br,reitoria@ufg.br;secretaria.reitoria@ufg.br;dii.secplan@ufg.br,RODOVIA GOIÂNIA NERÓPOLIS - KM 12 - CEP: 74001-970 - Campus Samambaia,Goiânia,GO,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1960-12-20,4,2015,-,,4,2021,,,,Ativa
9050,UNIVERSIDADE FEDERAL DE ITAJUBA,21.040.001/0001-30,Pessoa Jurídica de Direito Público - Federal,598,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI (UNIFEI),UNIFEI,(35)36291108,www.unifei.edu.br,prg@unifei.edu.br;coordenacao.pedagogica@unifei.edu.br,Avenida BPS - 1303 - CEP: 37500-903 - Pinheirinho,Itajubá,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1913-01-08,4,2016,4,2015,4,2021,,,,Ativa
17824,UNIVERSIDADE FEDERAL DE JATAI,35.840.659/0001-30,Pessoa Jurídica de Direito Público - Federal,25282,UNIVERSIDADE FEDERAL DE JATAÍ (UFJ),UFJ,(64) 3606 8202,,secretaria.executiva@ufj.edu.br,Rodovia BR-364 - - CEP: 75801-615 - Setor Francisco Antônio,Jataí,GO,Universidade,Presencial - Superior,Publica,Pública Federal,2018-03-21,-,,-,,4,2021,,,,Ativa
15648,UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF,21.195.755/0001-69,Pessoa Jurídica de Direito Público - Federal,576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA (UFJF),UFJF,(32)2102-3903,www.ufjf.br,piufjf.regulacao@gmail.com,Campus Universitário - s/n - CEP: 36036-900 - São Pedro,Juiz de Fora,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1960-12-23,5,2023,3,2013,4,2021,,,,Ativa
8137,UNIVERSIDADE FEDERAL DE LAVRAS,22.078.679/0001-74,Pessoa Jurídica de Direito Público - Federal,592,UNIVERSIDADE FEDERAL DE LAVRAS (UFLA),UFLA,(35) 3829-1546; 35 988554791,www.ufla.br,dias@ufla.br;claudiapontello@hotmail.com,Trevo Rotatório Professor Edmir Sá Santos - S/N - CEP: 37203-202 - Universidade Federal de Lavras,Lavras,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1964-01-14,5,2013,5,2013,5,2021,,,,Ativa
1,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,33.004.540/0001-00,Pessoa Jurídica de Direito Público - Federal,1,UNIVERSIDADE FEDERAL DE MATO GROSSO (UFMT),UFMT,(65) 3615 8302,www.ufmt.br,ufmt@ufmt.br,Avenida Fernando Correa da Costa - 2367 - CEP: 78060-900 - Boa Esperança,Cuiabá,MT,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1970-12-14,4,2023,4,2013,4,2021,,,,Ativa
462,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,15.461.510/0001-33,Pessoa Jurídica de Direito Público - Federal,694,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL (UFMS),UFMS,(67) 3345-7010 E/OU 3345-7017,www.ufms.br,reitoria@ufms.br,Av. Costa e Silva - s/n - CEP: 79070-900 - Cidade Universitária,Campo Grande,MS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1979-07-05,5,2023,5,2023,4,2021,,,,Ativa
15515,UNIVERSIDADE FEDERAL DE MINAS GERAIS,17.217.985/0001-04,Pessoa Jurídica de Direito Público - Federal,575,UNIVERSIDADE FEDERAL DE MINAS GERAIS (UFMG),UFMG,(31) 3409 4124,http://www.ufmg.br,reitor@ufmg.br;info@dai.ufmg.br,Avenida Antonio Carlos - 6627 - CEP: 31270-901 - Pampulha,Belo Horizonte,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1927-09-07,5,2017,-,,5,2021,,,,Ativa
6,UNIVERSIDADE FEDERAL DE OURO PRETO,23.070.659/0001-10,Pessoa Jurídica de Direito Público - Federal,6,UNIVERSIDADE FEDERAL DE OURO PRETO (UFOP),UFOP,(31)3559-1218,www.ufop.br,reitoria@ufop.edu.br,Rua Diogo de Vasconcelos - 122 - CEP: 35400-000 - Centro,Ouro Preto,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1969-08-22,4,2013,4,2014,4,2021,,,,Ativa
410,UNIVERSIDADE FEDERAL DE PELOTAS,92.242.080/0001-00,Pessoa Jurídica de Direito Público - Federal,634,UNIVERSIDADE FEDERAL DE PELOTAS (UFPEL),UFPEL,53 3284 4001,www.ufpel.edu.br,reitoria@ufpel.edu.br,Rua Gomes Carneiro - 1 - CEP: 96010-610 - Centro,Pelotas,RS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1960-12-13,4,2017,3,2013,4,2021,,,,Ativa
15538,UNIVERSIDADE FEDERAL DE PERNAMBUCO,24.134.488/0001-08,Pessoa Jurídica de Direito Público - Federal,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO (UFPE),UFPE,81 2126 8001,www.ufpe.br,gabinete@ufpe.br,Av. Prof. Moraes Rego - 1.235 - CEP: 50670-901 - Cidade Universitária,Recife,PE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1946-06-20,5,2023,5,2022,4,2021,,,,Ativa
17853,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,35.854.176/0001-95,Pessoa Jurídica de Direito Público - Federal,25352,Universidade Federal de Rondonópolis (UFR),UFR,66-3410-4081,,reitoria@ufr.edu.br,Av Avenida dos Estudantes - 5055 - CEP: 78736-900 - Cidade Universitária,Rondonópolis,MT,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2018-03-21,-,,-,,3,2021,,,,Ativa
541,UNIVERSIDADE FEDERAL DE RORAIMA,34.792.077/0001-63,Pessoa Jurídica de Direito Público - Federal,789,UNIVERSIDADE FEDERAL DE RORAIMA (UFRR),UFRR,(95) 3621 3100/(95) 3621 3102,www.ufrr.br,pesquisainstitucional@ufrr.br; reitoria@ufrr.br,Avenida Capitão Ene Garcez - 2413 - CEP: 69310-000 - Aeroporto,Boa Vista,RR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1985-09-13,3,2010,5,2022,4,2021,,,,Ativa
15593,UNIVERSIDADE FEDERAL DE SANTA CATARINA,83.899.526/0001-82,Pessoa Jurídica de Direito Público - Federal,585,UNIVERSIDADE FEDERAL DE SANTA CATARINA (UFSC),UFSC,(48) 3721 6018,www.ufsc.br,gr@contato.ufsc.br,Campus Universitário - s/n - CEP: 88040-900 - Trindade,Florianópolis,SC,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1960-12-21,4,2009,4,2019,5,2021,,,,Ativa
14678,UNIVERSIDADE FEDERAL DE SANTA MARIA,95.591.764/0001-05,Pessoa Jurídica de Direito Público - Federal,582,UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM),UFSM,(55) 3220 8000,www.ufsm.br,gabinetereitor@ufsm.br,"Cidade Universitária Prof. José Mariano da Rocha Filho, Avenida Roraima - 1000 - CEP: 97105-900 - Camobi",Santa Maria,RS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1960-12-20,5,2023,-,,4,2021,,,,Ativa
1302,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,45.358.058/0001-40,Pessoa Jurídica de Direito Público - Federal,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS (UFSCAR),UFSCAR,(16) 3351 8111,www.ufscar.br,reitoria@ufscar.br,Via Washington Luis - Km 235 - CEP: 13565-905 - Monjolinho,São Carlos,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1968-05-23,5,2023,5,2019,5,2021,,,,Ativa
81,UNIVERSIDADE FEDERAL DE SAO JOAO DEL-REI,21.186.804/0001-05,Pessoa Jurídica de Direito Público - Federal,107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI (UFSJ),UFSJ,(32) 3379-5801/ 3379-5805,http://www.ufsj.edu.br/,reitoria@ufsj.edu.br,Praça Frei Orlando - 170 - CEP: 36307-352 - Centro,São João del Rei,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1986-12-23,4,2015,-,,4,2021,,,,Ativa
9144,UNIVERSIDADE FEDERAL DE SAO PAULO,60.453.032/0001-74,Pessoa Jurídica de Direito Público - Federal,591,UNIVERSIDADE FEDERAL DE SÃO PAULO (UNIFESP),UNIFESP,(11) 3385-4100,www.unifesp.br,reitoria@unifesp.br,Rua Sena Madureira - 1500 - CEP: 04021-001 - Vila Clementino,São Paulo,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1938-05-31,5,2017,5,2013,5,2021,,,,Ativa
3,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,13.031.547/0001-04,Pessoa Jurídica de Direito Público - Federal,3,UNIVERSIDADE FEDERAL DE SERGIPE (UFS),UFS,(79) 3194-6404,www.ufs.br,gabinete.reitor@academico.ufs.br,Avenida Marechal Rondon - s/n - CEP: 49100-000 - Jardim Rosa Elze,São Cristóvão,SE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1967-02-28,3,2009,5,2019,4,2021,,,,Ativa
9140,UNIVERSIDADE FEDERAL DE UBERLANDIA,25.648.387/0001-18,Pessoa Jurídica de Direito Público - Federal,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA (UFU),UFU,(34)3239-4411,www.ufu.br,reitoria@ufu.br,Avenida João Naves de Ávila - 2121 - CEP: 38400-902 - Santa Mônica,Uberlândia,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1969-08-15,5,2023,-,,4,2021,,,,Ativa
15588,UNIVERSIDADE FEDERAL DE VICOSA,25.944.455/0001-96,Pessoa Jurídica de Direito Público - Federal,8,UNIVERSIDADE FEDERAL DE VIÇOSA (UFV),UFV,(31)3612-1001,www.ufv.br,reitoria@ufv.br,Av. P.H. Rolfs - s/n - CEP: 36570-000 - Campus Universitário,Viçosa,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1922-03-31,5,2023,5,2021,5,2021,,,,Ativa
381,FUNDACAO UNIVERSIDADE FEDERAL DO ACRE,04.071.106/0001-37,Pessoa Jurídica de Direito Público - Federal,549,UNIVERSIDADE FEDERAL DO ACRE (UFAC),UFAC,(68) 3901 2571,http://www.ufac.br,reitoria@ufac.br,Campus Universitário - 6637 - CEP: 69915-900 - Distrito Industrial,Rio Branco,AC,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1971-05-03,4,2016,4,2023,3,2021,,,,Ativa
17817,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO - UFAPE,35.872.812/0001-01,Pessoa Jurídica de Direito Público - Federal,25275,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO (UFAPE ),UFAPE,(87) 37645551,www.ufape.edu.br,reitoria@ufape.edu.br,Avenida Bom Pastor - S/N - CEP: 55292-270 - Boa Vista,Garanhuns,PE,Universidade,Presencial - Superior,Publica,Pública Federal,2018-04-12,-,,-,,4,2021,,,,Ativa
574,FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,34.868.257/0001-81,Pessoa Jurídica de Direito Público - Federal,830,UNIVERSIDADE FEDERAL DO AMAPÁ (UNIFAP),UNIFAP,(96) 3312-1705,www.unifap.br,unifap@unifap.br,RODOVIA JOSMAR CHAVES PINTO - KM 02 - S/N - CEP: 68903-419 - JARDIM MARCO ZERO,Macapá,AP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1990-03-05,2,2015,-,,3,2021,,,,Ativa
4,FUNDACAO UNIVERSIDADE DO AMAZONAS,04.378.626/0001-97,Pessoa Jurídica de Direito Público - Federal,4,UNIVERSIDADE FEDERAL DO AMAZONAS (UFAM),UFAM,(92) 3305-4513,www.ufam.edu.br,gabinete@ufam.edu.br,Av. Rodrigo Otávio - 6200 - CEP: 69077-000 - Coroado II,Manaus,AM,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1962-06-27,4,2019,-,,4,2021,,,,Ativa
16116,UNIVERSIDADE FEDERAL DO CARIRI-UFCA,18.621.825/0001-99,Pessoa Jurídica de Direito Público - Federal,18759,UNIVERSIDADE FEDERAL DO CARIRI (UFCA),UFCA,88-3221-9200,www.ufca.edu.br,reitor@ufca.edu.br,Av. Tenente Raimundo Rocha - 1639 - CEP: 63048-080 - Cidade Universitária,Juazeiro do Norte,CE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2013-06-06,4,2019,-,,4,2021,,,,Ativa
15439,UNIVERSIDADE FEDERAL DO CEARA,07.272.636/0001-31,Pessoa Jurídica de Direito Público - Federal,583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),UFC,(85) 3366 7301/(85) 33667348/ (85) 33669020,www.ufc.br,greitor@ufc.br;prplufc@ufc.br;copav@prograd.ufc.br,"Av. da Universidade, 2853, Benfica. - 2853 - CEP: 60020-181 - Benfica",Fortaleza,CE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1954-12-23,5,2017,3,2013,4,2021,,,,Ativa
17818,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA - UFDPAR,33.519.114/0001-00,Pessoa Jurídica de Direito Público - Federal,25277,UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA (UFDPAR),UFDPAR,86995354224,www.ufdpar.edu.br,reitoria@ufdpar.edu.br,Avenida São Sebastião - 2.819 - CEP: 64202-020 - Nossa Senhora de Fátima,Parnaíba,PI,Universidade,Presencial - Superior,Publica,Pública Federal,2018-04-12,-,,-,,4,2021,,,,Ativa
15591,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,32.479.123/0001-43,Pessoa Jurídica de Direito Público - Federal,573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO (UFES),UFES,(27) 4009 2200,www.ufes.br,reitor@ufes.br,"Av. Fernando Ferrari, 514, Goiabeiras. - 514 - CEP: 29075-910 - Goiabeiras",Vitória,ES,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1961-01-30,5,2023,4,2023,4,2021,,,,Ativa
461,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,34.023.077/0001-07,Pessoa Jurídica de Direito Público - Federal,693,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO (UNIRIO),UNIRIO,(21)2542-7350/(21)2542-4067,www.unirio.br,reitor@unirio.br; pi@unirio.br,Avenida Pasteur - 296 - CEP: 22290-240 - Urca,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1969-08-21,3,2018,3,2013,4,2021,,,,Ativa
2497,FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,06.279.103/0001-19,Pessoa Jurídica de Direito Público - Federal,548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),UFMA,(98) 3272 8004,www.ufma.br,reitoria@ufma.br,Avenida dos Portugueses - 1966 - CEP: 65080-805 - Vila Bacanga,São Luís,MA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1969-10-24,4,2013,-,,4,2021,,,,Ativa
18313,UNIVERSIDADE FEDERAL DO NORTE DO TOCANTINS - UFNT,38.178.825/0001-73,Pessoa Jurídica de Direito Público - Federal,29118,Universidade Federal do Norte do Tocantins (UFNT),UFNT,,www.ufnt.edu.br,reitoria@ufnt.edu.br,Paraguai - S/N - CEP: 77824-838 - Bairro da Cimba,Araguaína,TO,Universidade,Presencial - Superior,Publica,Pública Federal,2019-07-09,-,,-,,-,,,,,Ativa
16078,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,18.641.263/0001-45,Pessoa Jurídica de Direito Público - Federal,18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA (UFOB),UFOB,3614-3500,https://www.ufob.edu.br,GABINETE@UFOB.EDU.BR,Rua Professor José Seabra - S/N - CEP: 47805-100 - Centro,Barreiras,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2013-06-06,5,2023,-,,4,2021,,,,Ativa
14677,UNIVERSIDADE FEDERAL DO OESTE DO PARA,11.118.393/0001-59,Pessoa Jurídica de Direito Público - Federal,15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ (UFOPA),UFOPA,9321014911.21014918.21016522,www.ufopa.edu.br,regulacaodecurso.proen@ufopa.edu.br; reitoria@ufopa.edu.br,Avenida Vera Paz - s/n - CEP: 68040-255 - Salé,Santarém,PA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2009-11-06,4,2016,3,2023,4,2021,,,,Ativa
15509,UNIVERSIDADE FEDERAL DO PARA,34.621.748/0001-23,Pessoa Jurídica de Direito Público - Federal,569,UNIVERSIDADE FEDERAL DO PARÁ (UFPA),UFPA,(91)32017112,www.ufpa.br,reitor@ufpa.br;dinfi@ufpa.br;cpa.ufpa@gmail.com;pi@ufpa.br,RUA AUGUSTO CORREA - 01 - CEP: 66075-110 - GUAMÁ,Belém,PA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1957-07-02,4,2014,3,2013,4,2021,,,,Ativa
15595,UNIVERSIDADE FEDERAL DO PARANA,75.095.679/0001-49,Pessoa Jurídica de Direito Público - Federal,571,UNIVERSIDADE FEDERAL DO PARANÁ (UFPR),UFPR,(41)3360-5001,www.ufpr.br,prograd@ufpr.br;pesquisadorinstitucional@ufpr.br; edmar@ufpr.br;,RUA XV DE NOVEMBRO - 1299 - CEP: 80060-000 - CENTRO,Curitiba,PR,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1946-06-08,4,2014,3,2013,5,2021,,,,Ativa
14054,FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI,06.517.387/0001-34,Pessoa Jurídica de Direito Público - Federal,5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),UFPI,(86) 3215-5620; (86) 3215-5621,www.ufpi.br,reitor@ufpi.edu.br; secretariareitor@ufpi.edu.br,Campus Universitário Ministro Petrônio Portela - s/n - CEP: 64049-550 - Ininga,Teresina,PI,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1945-12-31,5,2023,4,2019,4,2021,,,,Ativa
9114,UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB,07.777.800/0001-62,Pessoa Jurídica de Direito Público - Federal,4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA (UFRB),UFRB,(75) 3621 2350,www.ufrb.edu.br,pei@reitoria.ufrb.edu.br,Rua Rui Barbosa - 710 - CEP: 44380-000 - Centro,Cruz das Almas,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2005-08-01,4,2016,4,2022,4,2021,,,,Ativa
15536,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,33.663.683/0001-16,Pessoa Jurídica de Direito Público - Federal,586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO (UFRJ),UFRJ,(21) 3733-1985,www.ufrj.br,reitoria@reitoria.ufrj.br; vicereitoria@reitoria.ufrj.br,Avenida Brigadeiro Trompowsky - s/n - CEP: 21941-590 - Ilha do Fundão,Rio de Janeiro,RJ,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1920-09-07,5,2011,4,2016,5,2021,,,,Ativa
15596,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,94.877.586/0001-10,Pessoa Jurídica de Direito Público - Federal,12,UNIVERSIDADE FEDERAL DO RIO GRANDE (FURG),FURG,(53) 3233 6730,www.furg.br,reitoria@furg.br,Avenida Itália - S/N - CEP: 96203-900 - Carreiros,Rio Grande,RS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1969-08-21,5,2023,5,2019,4,2021,,,,Ativa
13401,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,24.365.710/0001-83,Pessoa Jurídica de Direito Público - Federal,570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE (UFRN),UFRN,(84) 33422317,www.ufrn.br,reitor@ufrn.br;contato@gabinete.ufrn.br;chefe@gabinete.ufrn.br,Avenida Senador Salgado Filho - 3000 - CEP: 59078-970 - Lagoa Nova,Natal,RN,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1960-12-21,5,2011,-,,4,2021,,,,Ativa
13482,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,92.969.856/0001-98,Pessoa Jurídica de Direito Público - Federal,581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL (UFRGS),UFRGS,(51) 3308 3700,www.ufrgs.br,reitor@ufrgs.br; regulacao@sai.ufrgs.br,Avenida Paulo Gama - 110 - CEP: 90040-060 - Farroupilha,Porto Alegre,RS,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1934-11-28,4,2012,4,2014,5,2021,,,,Ativa
16126,UNIVERSIDADE FEDERAL DO SUL DA BAHIA,18.560.547/0001-07,Pessoa Jurídica de Direito Público - Federal,18812,UNIVERSIDADE FEDERAL DO SUL DA BAHIA (UFSB),UFSB,73 36135497,www.ufsb.edu.br,reitoria@ufsb.edu.br,Praça José Bastos s/n - s/n - CEP: 45600-923 - Centro,Itabuna,BA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2013-06-06,5,2023,-,,5,2021,,,,Ativa
16047,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA - UNIFESSPA,18.657.063/0001-80,Pessoa Jurídica de Direito Público - Federal,18440,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ (UNIFESSPA),UNIFESSPA,(094)21017100;(094)8112999,www.unifesspa.edu.br,gabinete@unifesspa.edu.br,"Folha 31, Quadra 7, Lote Especial s/n - 7 - CEP: 68507-670 - Nova Marabá",Marabá,PA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,2013-06-06,4,2019,-,,4,2021,,,,Ativa
9088,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,16.888.315/0001-57,Pessoa Jurídica de Direito Público - Federal,596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI (UFVJM),UFVJM,38-3532-1200,www.ufvjm.edu.br,pi@ufvjm.edu.br,MGT 367 - 5000 - CEP: 39100-000 - Alto do Jacuba,Diamantina,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1953-10-01,4,2023,-,,4,2021,,,,Ativa
15446,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,25.437.484/0001-61,Pessoa Jurídica de Direito Público - Federal,597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO (UFTM),UFTM,(34) 3700-6000,www.uftm.edu.br,gabinete@uftm.edu.br,Rua Frei Paulino - 30 - CEP: 38025-180 - Abadia,Uberaba,MG,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1954-03-30,3,2009,-,,4,2021,,,,Ativa
15589,UNIVERSIDADE FEDERAL FLUMINENSE,28.523.215/0001-06,Pessoa Jurídica de Direito Público - Federal,572,UNIVERSIDADE FEDERAL FLUMINENSE (UFF),UFF,(21) 2629-5215,www.uff.br,reitor@id.uff.br;dav.prograd@id.uff.br,Rua Miguel de Frias - 9 - CEP: 24220-008 - Icaraí,Niterói,RJ,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1960-12-20,5,2011,4,2016,4,2021,,,,Ativa
16350,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,05.200.001/0001-01,Pessoa Jurídica de Direito Público - Federal,590,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA (UFRA),UFRA,(91) 992039881 / 992061044,www.ufra.edu.br,dra@ufra.edu.br; adriano.gama@ufra.edu.br; reitoria@ufra.edu.br,Avenida Presidente Tancredo Neves - 2501 - CEP: 66077-580 - Terra Firme,Belém,PA,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1945-12-05,5,2023,4,2015,4,2021,,,,Ativa
15599,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,24.416.174/0001-06,Pessoa Jurídica de Direito Público - Federal,587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO (UFRPE),UFRPE,(81) 3320 6175,www.ufrpe.br,reitoria@ufrpe.br,Rua Dom Manoel de Medeiros - s/n - CEP: 52071-030 - Dois Irmãos,Recife,PE,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1947-07-24,4,2009,5,2023,4,2021,,,,Ativa
9053,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,29.427.465/0001-05,Pessoa Jurídica de Direito Público - Federal,574,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO (UFRRJ),UFRRJ,(21) 2682-1090,,gabinete@ufrrj.br,Rodovia BR 465 - KM 7 - s/n - CEP: 23890-000 - Campus Universitário,Seropédica,RJ,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1910-10-20,5,2023,-,,4,2021,,,,Ativa
15945,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA,24.529.265/0001-40,Pessoa Jurídica de Direito Público - Federal,589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO (UFERSA),UFERSA,(84) 3317 8226,www.ufersa.edu.br,reitora@ufersa.edu.br,BR 110 - Km 47 - s/n - CEP: 59625-900 - Presidente Costa e Silva,Mossoró,RN,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Federal,1967-04-18,4,2013,5,2019,4,2021,,,,Ativa
394,UNIVERSIDADE MUNICIPAL DE SAO CAETANO DO SUL,44.392.215/0001-70,Pessoa Jurídica de Direito Público - Municipal,605,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL (USCS),USCS,(11)4239-3200,www.uscs.edu.br,gabinetereitoria@online.uscs.edu.br,Avenida Goiás - 3400 - CEP: 09550-051 - Barcelona,São Caetano do Sul,SP,Universidade,EAD - Superior / Presencial - Superior,Publica,Pública Municipal,1967-09-19,-,,5,2022,3,2021,,,,Ativa
